numero_radicado;fecha_asignacion;cod_dependencia;nombre_dependencia;nro_noticia_orfeo
20250190000015;2/01/2025;19;DIRECCION SECCIONAL CESAR;
20250040000015;2/01/2025;4;DIRECCION SECCIONAL CORDOBA;
20250200000012;2/01/2025;20;DIRECCION SECCIONAL HUILA;
20259240000015;2/01/2025;924;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOLIVAR;130016001128202510303
20250020000012;2/01/2025;2;DIRECCIÓN SECCIONAL META;
20250060000015;2/01/2025;6;SECCIONAL CALI;
20258870000015;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250040000025;2/01/2025;4;DIRECCION SECCIONAL CORDOBA;
20256110000012;2/01/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;110016000052202516209
20250230000015;2/01/2025;23;DIRECCION SECCIONAL MAGDALENA;
20250140000012;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20250060000011;2/01/2025;6;SECCIONAL CALI;
20250140000022;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20250140000032;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20250140000042;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20250140000052;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20258870000025;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250060000025;2/01/2025;6;SECCIONAL CALI;
20250060000012;2/01/2025;6;SECCIONAL CALI;
20250090000012;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;680016000160202512155
20250060000021;2/01/2025;6;SECCIONAL CALI;
20250180000012;2/01/2025;18;DIRECCION SECCIONAL SUCRE;700016001037202510019
20250060000031;2/01/2025;6;SECCIONAL CALI;
20250180000022;2/01/2025;18;DIRECCION SECCIONAL SUCRE;
20250250000015;2/01/2025;25;DIRECCION SECCIONAL BOYACA;
20250060000035;2/01/2025;6;SECCIONAL CALI;
20250370000022;2/01/2025;71;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - MEDELLIN;050016000248202510638
20250230000025;2/01/2025;23;DIRECCION SECCIONAL MAGDALENA;
20250200000022;2/01/2025;20;DIRECCION SECCIONAL HUILA;
20256110000011;2/01/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250060000041;2/01/2025;6;SECCIONAL CALI;
20250250000025;2/01/2025;25;DIRECCION SECCIONAL BOYACA;
20250140000062;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20250240000015;2/01/2025;24;DIRECCION SECCIONAL NARIÑO;
20250060000022;2/01/2025;6;SECCIONAL CALI;
20250060000032;2/01/2025;6;SECCIONAL CALI;
20250140000072;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20250060000042;2/01/2025;6;SECCIONAL CALI;
20250060000051;2/01/2025;6;SECCIONAL CALI;
20258870000035;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250240000012;2/01/2025;24;DIRECCION SECCIONAL NARIÑO;
20250090000011;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250100000012;2/01/2025;10;DIRECCION SECCIONAL CAUCA;
20250230000035;2/01/2025;23;DIRECCION SECCIONAL MAGDALENA;
20250060000045;2/01/2025;6;SECCIONAL CALI;
20250060000061;2/01/2025;6;SECCIONAL CALI;
20250100000011;2/01/2025;10;DIRECCION SECCIONAL CAUCA;
20250230000012;2/01/2025;23;DIRECCION SECCIONAL MAGDALENA;
20250250000035;2/01/2025;25;DIRECCION SECCIONAL BOYACA;157596099164202510007
20250090000021;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250090000031;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20253160000015;2/01/2025;205;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - CALDAS;
20250060000071;2/01/2025;6;SECCIONAL CALI;
20258870000011;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250090000041;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20258870000021;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250240000022;2/01/2025;24;DIRECCION SECCIONAL NARIÑO;520016099032202510350
20256110000021;2/01/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250020000022;2/01/2025;2;DIRECCIÓN SECCIONAL META;
20258870000031;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250100000021;2/01/2025;10;DIRECCION SECCIONAL CAUCA;
20258870000041;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250090000051;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250250000045;2/01/2025;25;DIRECCION SECCIONAL BOYACA;157596099164202510009
20258870000051;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20258870000061;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250090000061;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20258870000071;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20256110000031;2/01/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250100000022;2/01/2025;10;DIRECCION SECCIONAL CAUCA;
20258870000081;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20258870000045;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250060000055;2/01/2025;6;SECCIONAL CALI;
20258870000091;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20257640000015;2/01/2025;764;DIRECCION SECCIONAL PUTUMAYO;
20250090000071;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250100000032;2/01/2025;10;DIRECCION SECCIONAL CAUCA;
20257170000015;2/01/2025;717;PALOQUEMAO-SUBDIRECCION DE GESTION DOCUMENTAL;
20258870000101;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250060000052;2/01/2025;6;SECCIONAL CALI;
20250060000081;2/01/2025;6;SECCIONAL CALI;
20258870000111;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20253160000025;2/01/2025;205;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - CALDAS;
20250060000062;2/01/2025;6;SECCIONAL CALI;
20256110000041;2/01/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250020000015;2/01/2025;2;DIRECCIÓN SECCIONAL META;
20250100000031;2/01/2025;10;DIRECCION SECCIONAL CAUCA;
20258870000121;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20258870000131;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250060000072;2/01/2025;6;SECCIONAL CALI;
20250040000035;2/01/2025;4;DIRECCION SECCIONAL CORDOBA;
20250100000042;2/01/2025;10;DIRECCION SECCIONAL CAUCA;
20250230000045;2/01/2025;23;DIRECCION SECCIONAL MAGDALENA;
20258870000141;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250090000081;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20256110000051;2/01/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250200000032;2/01/2025;20;DIRECCION SECCIONAL HUILA;
20250020000032;2/01/2025;2;DIRECCIÓN SECCIONAL META;
20258870000151;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250060000082;2/01/2025;6;SECCIONAL CALI;
20258870000161;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250250000055;2/01/2025;25;DIRECCION SECCIONAL BOYACA;150016099163202510075
20250240000032;2/01/2025;24;DIRECCION SECCIONAL NARIÑO;
20250090000091;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20258870000171;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250060000091;2/01/2025;6;SECCIONAL CALI;
20258870000181;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250090000101;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20258870000191;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20258870000055;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20258870000201;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250230000022;2/01/2025;23;DIRECCION SECCIONAL MAGDALENA;
20255980000012;2/01/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;
20258870000211;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250060000065;2/01/2025;6;SECCIONAL CALI;
20250250000065;2/01/2025;25;DIRECCION SECCIONAL BOYACA;157596099164202510011
20250180000011;2/01/2025;18;DIRECCION SECCIONAL SUCRE;
20258870000221;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250060000101;2/01/2025;6;SECCIONAL CALI;
20256110000061;2/01/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20251190000032;2/01/2025;119;VENTANILLA ÚNICA DE CORRESPONDENCIA SECCIONAL BOGOTA;
20250060000092;2/01/2025;6;SECCIONAL CALI;
20258870000231;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250100000052;2/01/2025;10;DIRECCION SECCIONAL CAUCA;
20250230000032;2/01/2025;23;DIRECCION SECCIONAL MAGDALENA;
20250230000055;2/01/2025;23;DIRECCION SECCIONAL MAGDALENA;
20255980000015;2/01/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202523167
20250140000082;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20250140000092;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20250230000042;2/01/2025;23;DIRECCION SECCIONAL MAGDALENA;
20258870000241;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20256110000071;2/01/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250090000111;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250240000042;2/01/2025;24;DIRECCION SECCIONAL NARIÑO;520016099032202510354
20250060000102;2/01/2025;6;SECCIONAL CALI;
20250140000102;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20258870000251;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250060000111;2/01/2025;6;SECCIONAL CALI;
20258870000261;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250230000065;2/01/2025;23;DIRECCION SECCIONAL MAGDALENA;
20258870000271;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250180000021;2/01/2025;18;DIRECCION SECCIONAL SUCRE;
20250140000112;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20250060000112;2/01/2025;6;SECCIONAL CALI;
20250090000121;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20258870000281;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250200000042;2/01/2025;20;DIRECCION SECCIONAL HUILA;
20256110000081;2/01/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250100000062;2/01/2025;10;DIRECCION SECCIONAL CAUCA;
20258870000291;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250060000122;2/01/2025;6;SECCIONAL CALI;
20258870000301;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250140000122;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20258870000311;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250090000131;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20256110000091;2/01/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20258870000321;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20258870000331;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250060000132;2/01/2025;6;SECCIONAL CALI;
20250180000031;2/01/2025;18;DIRECCION SECCIONAL SUCRE;
20250140000132;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20250060000142;2/01/2025;6;SECCIONAL CALI;
20250090000141;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20258870000341;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20258870000351;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250060000121;2/01/2025;6;SECCIONAL CALI;
20258870000065;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250100000072;2/01/2025;10;DIRECCION SECCIONAL CAUCA;
20250250000011;2/01/2025;25;DIRECCION SECCIONAL BOYACA;
20250040000045;2/01/2025;4;DIRECCION SECCIONAL CORDOBA;
20258870000361;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250200000052;2/01/2025;20;DIRECCION SECCIONAL HUILA;
20250140000142;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20250180000041;2/01/2025;18;DIRECCION SECCIONAL SUCRE;
20258870000371;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20258870000381;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250060000075;2/01/2025;6;SECCIONAL CALI;
20258870000391;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20256110000101;2/01/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250140000152;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20250140000162;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20250180000051;2/01/2025;18;DIRECCION SECCIONAL SUCRE;
20250140000172;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20253150000015;2/01/2025;555;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - QUINDIO;630016001247202510001
20250140000182;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20250060000131;2/01/2025;6;SECCIONAL CALI;
20250060000152;2/01/2025;6;SECCIONAL CALI;
20250090000151;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250140000192;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20256110000111;2/01/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250060000085;2/01/2025;6;SECCIONAL CALI;
20250060000162;2/01/2025;6;SECCIONAL CALI;
20255210000011;2/01/2025;521;VENTANILLA UNICA DE CORRESPONDENCIA - BOLIVAR;
20250180000061;2/01/2025;18;DIRECCION SECCIONAL SUCRE;
20250140000202;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20250230000052;2/01/2025;23;DIRECCION SECCIONAL MAGDALENA;470016001020202510027
20250060000172;2/01/2025;6;SECCIONAL CALI;
20255980000025;2/01/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016099385202510677
20258870000075;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250180000071;2/01/2025;18;DIRECCION SECCIONAL SUCRE;
20257640000022;2/01/2025;764;DIRECCION SECCIONAL PUTUMAYO;
20256110000121;2/01/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250250000012;2/01/2025;25;DIRECCION SECCIONAL BOYACA;
20250060000182;2/01/2025;6;SECCIONAL CALI;
20250250000022;2/01/2025;25;DIRECCION SECCIONAL BOYACA;
20250180000081;2/01/2025;18;DIRECCION SECCIONAL SUCRE;
20256110000131;2/01/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20253160000035;2/01/2025;205;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - CALDAS;
20250240000025;2/01/2025;24;DIRECCION SECCIONAL NARIÑO;520016099032202510049
20250230000062;2/01/2025;23;DIRECCION SECCIONAL MAGDALENA;470016001020202510028
20250240000035;2/01/2025;24;DIRECCION SECCIONAL NARIÑO;
20250060000192;2/01/2025;6;SECCIONAL CALI;
20250100000015;2/01/2025;10;DIRECCION SECCIONAL CAUCA;
20256110000141;2/01/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250180000091;2/01/2025;18;DIRECCION SECCIONAL SUCRE;
20250190000012;2/01/2025;19;DIRECCION SECCIONAL CESAR;
20250060000202;2/01/2025;6;SECCIONAL CALI;
20250060000212;2/01/2025;6;SECCIONAL CALI;
20250140000212;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20250140000222;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20250060000222;2/01/2025;6;SECCIONAL CALI;
20250020000025;2/01/2025;2;DIRECCIÓN SECCIONAL META;
20250090000161;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250060000232;2/01/2025;6;SECCIONAL CALI;
20250040000055;2/01/2025;4;DIRECCION SECCIONAL CORDOBA;
20250060000242;2/01/2025;6;SECCIONAL CALI;
20250370000162;2/01/2025;71;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - MEDELLIN;050016000248202510640
20250060000095;2/01/2025;6;SECCIONAL CALI;
20250060000252;2/01/2025;6;SECCIONAL CALI;
20250060000262;2/01/2025;6;SECCIONAL CALI;
20255210000012;2/01/2025;924;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOLIVAR;130016001128202510298
20250060000272;2/01/2025;6;SECCIONAL CALI;
20250060000282;2/01/2025;6;SECCIONAL CALI;
20250060000292;2/01/2025;6;SECCIONAL CALI;
20255210000021;2/01/2025;521;VENTANILLA UNICA DE CORRESPONDENCIA - BOLIVAR;
20250060000302;2/01/2025;6;SECCIONAL CALI;
20250060000312;2/01/2025;6;SECCIONAL CALI;
20253180000012;2/01/2025;395;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - PEREIRA;660016000036202510129
20250060000322;2/01/2025;6;SECCIONAL CALI;
20250090000171;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250060000332;2/01/2025;6;SECCIONAL CALI;
20250060000342;2/01/2025;6;SECCIONAL CALI;
20250060000141;2/01/2025;6;SECCIONAL CALI;
20250200000015;2/01/2025;20;DIRECCION SECCIONAL HUILA;
20250060000352;2/01/2025;6;SECCIONAL CALI;
20257640000032;2/01/2025;764;DIRECCION SECCIONAL PUTUMAYO;
20250060000362;2/01/2025;6;SECCIONAL CALI;
20250060000372;2/01/2025;6;SECCIONAL CALI;
20250060000382;2/01/2025;6;SECCIONAL CALI;
20258870000085;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250060000392;2/01/2025;6;SECCIONAL CALI;
20250060000402;2/01/2025;6;SECCIONAL CALI;
20250060000412;2/01/2025;6;SECCIONAL CALI;
20250060000422;2/01/2025;6;SECCIONAL CALI;
20250060000432;2/01/2025;6;SECCIONAL CALI;
20250060000442;2/01/2025;6;SECCIONAL CALI;
20250060000452;2/01/2025;6;SECCIONAL CALI;
20255210000031;2/01/2025;521;VENTANILLA UNICA DE CORRESPONDENCIA - BOLIVAR;
20250060000462;2/01/2025;6;SECCIONAL CALI;
20250020000035;2/01/2025;2;DIRECCIÓN SECCIONAL META;
20258150000042;2/01/2025;817;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - ATLANTICO;080016001257202510751
20250140000011;2/01/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20258870000095;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250240000045;2/01/2025;24;DIRECCION SECCIONAL NARIÑO;
20253160000045;2/01/2025;205;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - CALDAS;
20250090000181;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250060000105;2/01/2025;6;SECCIONAL CALI;
20250200000025;2/01/2025;20;DIRECCION SECCIONAL HUILA;410016000586202510324
20250180000101;2/01/2025;18;DIRECCION SECCIONAL SUCRE;
20253150000025;2/01/2025;555;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - QUINDIO;630016000059202510127
20255980000035;2/01/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016099385202510674
20250090000191;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250060000151;2/01/2025;6;SECCIONAL CALI;
20255210000041;2/01/2025;521;VENTANILLA UNICA DE CORRESPONDENCIA - BOLIVAR;
20250090000201;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250180000111;2/01/2025;18;DIRECCION SECCIONAL SUCRE;
20250190000022;2/01/2025;19;DIRECCION SECCIONAL CESAR;
20250240000055;2/01/2025;24;DIRECCION SECCIONAL NARIÑO;520016099032202510052
20250180000121;2/01/2025;18;DIRECCION SECCIONAL SUCRE;
20259240000025;2/01/2025;924;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOLIVAR;130016001128202510305
20250060000161;2/01/2025;6;SECCIONAL CALI;
20255980000045;2/01/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;
20258870000105;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20257640000052;2/01/2025;764;DIRECCION SECCIONAL PUTUMAYO;
20250240000052;2/01/2025;24;DIRECCION SECCIONAL NARIÑO;
20250140000021;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20250230000075;2/01/2025;23;DIRECCION SECCIONAL MAGDALENA;470016001020202510036
20256110000151;2/01/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250240000062;2/01/2025;24;DIRECCION SECCIONAL NARIÑO;520016000492202410081
20250180000131;2/01/2025;18;DIRECCION SECCIONAL SUCRE;
20250060000171;2/01/2025;6;SECCIONAL CALI;
20250090000211;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250140000031;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20255210000051;2/01/2025;521;VENTANILLA UNICA DE CORRESPONDENCIA - BOLIVAR;
20250180000141;2/01/2025;18;DIRECCION SECCIONAL SUCRE;
20250060000472;2/01/2025;6;SECCIONAL CALI;
20250090000221;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250060000115;2/01/2025;6;SECCIONAL CALI;
20255980000055;2/01/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202527478
20250140000041;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20250060000181;2/01/2025;6;SECCIONAL CALI;
20250090000231;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20258870000115;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250240000072;2/01/2025;24;DIRECCION SECCIONAL NARIÑO;
20255210000061;2/01/2025;521;VENTANILLA UNICA DE CORRESPONDENCIA - BOLIVAR;
20250180000151;2/01/2025;18;DIRECCION SECCIONAL SUCRE;
20250140000051;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20250200000035;2/01/2025;20;DIRECCION SECCIONAL HUILA;
20250100000025;2/01/2025;10;DIRECCION SECCIONAL CAUCA;
20250250000021;2/01/2025;25;DIRECCION SECCIONAL BOYACA;
20250140000061;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;
20256110000161;2/01/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250060000191;2/01/2025;6;SECCIONAL CALI;
20250100000082;2/01/2025;10;DIRECCION SECCIONAL CAUCA;
20258870000401;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20251190000042;2/01/2025;119;VENTANILLA ÚNICA DE CORRESPONDENCIA SECCIONAL BOGOTA;
20250020000045;2/01/2025;2;DIRECCIÓN SECCIONAL META;500016000567202510651
20252800000012;2/01/2025;280;SECCIONAL CASANARE;
20255980000065;2/01/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202529725
20250100000035;2/01/2025;10;DIRECCION SECCIONAL CAUCA;
20250090000022;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20252800000022;2/01/2025;280;SECCIONAL CASANARE;
20255210000071;2/01/2025;521;VENTANILLA UNICA DE CORRESPONDENCIA - BOLIVAR;
20258870000125;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250090000241;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250090000032;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;680016000160202512158
20258870000062;2/01/2025;887;DIRECCION SECCIONAL NORTE DE SANTANDER;
20250060000482;2/01/2025;6;SECCIONAL CALI;
20250090000042;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250090000251;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250060000201;2/01/2025;6;SECCIONAL CALI;
20255980000075;2/01/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202523219
20255210000081;2/01/2025;521;VENTANILLA UNICA DE CORRESPONDENCIA - BOLIVAR;
20250090000261;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250100000045;2/01/2025;10;DIRECCION SECCIONAL CAUCA;
20250060000492;2/01/2025;6;SECCIONAL CALI;
20250090000271;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250060000211;2/01/2025;6;SECCIONAL CALI;
20250060000502;2/01/2025;6;SECCIONAL CALI;
20255210000091;2/01/2025;521;VENTANILLA UNICA DE CORRESPONDENCIA - BOLIVAR;
20250140000232;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;730016099355202510015
20250090000281;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250060000512;2/01/2025;6;SECCIONAL CALI;
20256110000171;2/01/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20255980000085;2/01/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;110016000052202565019
20255980000022;2/01/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;
20250030000012;2/01/2025;3;DIRECCION SECCIONAL CAQUETA;
20255980000032;2/01/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;
20255980000042;2/01/2025;598;MESA DE CREACIÓN DE NOTICIAS CRIMINALES - BOGOTA;
20250060000522;2/01/2025;6;SECCIONAL CALI;
20250060000221;2/01/2025;6;SECCIONAL CALI;
20250090000291;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250140000242;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;730016099355202510014
20250060000125;2/01/2025;6;SECCIONAL CALI;
20255210000101;2/01/2025;521;VENTANILLA UNICA DE CORRESPONDENCIA - BOLIVAR;
20250040000065;2/01/2025;4;DIRECCION SECCIONAL CORDOBA;
20250140000252;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;730016099355202510012
20250060000231;2/01/2025;6;SECCIONAL CALI;
20250060000241;2/01/2025;6;SECCIONAL CALI;
20250020000055;2/01/2025;2;DIRECCIÓN SECCIONAL META;
20250250000031;2/01/2025;25;DIRECCION SECCIONAL BOYACA;
20250020000011;2/01/2025;2;DIRECCIÓN SECCIONAL META;
20250090000301;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250100000055;2/01/2025;10;DIRECCION SECCIONAL CAUCA;
20255210000111;2/01/2025;521;VENTANILLA UNICA DE CORRESPONDENCIA - BOLIVAR;
20250090000052;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250140000262;2/01/2025;14;DIRECCION SECCIONAL TOLIMA;730016099355202510010
20250090000062;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20256110000181;2/01/2025;611;SUBDIRECCION DE GESTION DOCUMENTAL;
20250090000072;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20250090000311;2/01/2025;9;DIRECCIÓN SECCIONAL SANTANDER;
20255210000121;2/01/2025;521;VENTANILLA UNICA DE CORRESPONDENCIA - BOLIVAR;
